States,Latitude,Longitude,Year,Sex_Edu_Mand,HIV_STD_Edu_Mand,HR_Edu_Mand,Sex_Edu_AA_S,Sex_Edu_AA_HIV,Sex_Edu_CA_S,Sex_Edu_CA_HIV,Sex_Edu_MA_S,Sex_Edu_MA_HIV,Sex_Edu_PR,Abstinance_S,Abstinence_C,Contraceptive_C,Promote_Marriage,Sexuality,Neg_Teen_Sex,LS_Coersion,LS_RS,LS_Consent,LS_DM,LS_VP,LS_FC,HIV_Condoms_Contraception,HIV_Abstinence_S,HIV_Abstinence_C,Parent_Notif_S,Parent_Notif_HIV
West Virginia,38.491226,-80.954453,2011,1,1,NA,0,0,0,0,0,0,0,0,1,1,1,0,1,1,NA,NA,1,NA,0,1,0,1,Notice,Opt-out
Wisconsin,44.268543,-89.616508,2011,0,1,NA,1,1,1,1,1,1,0,1,0,1,0,Inclusive,0,1,NA,NA,1,NA,1,1,1,0,Notice,Opt-out
Wyoming,42.755966,-107.30249,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alabama,32.806671,-86.79113,2012,0,1,NA,1,1,0,0,0,0,0,1,0,1,1,Negative,1,1,NA,NA,0,NA,0,1,1,0,Opt-out,Opt-out
Alaska,61.370716,-152.404419,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arizona,33.729759,-111.431221,2012,0,0,NA,1,1,0,0,0,0,0,1,0,0,0,0,1,1,NA,NA,0,NA,0,0,1,0,Consent,Notice
Arkansas,34.969704,-92.373123,2012,0,0,NA,0,0,0,0,0,0,0,1,0,0,1,0,0,0,NA,NA,0,NA,0,0,1,0,NA,NA
California,36.116203,-119.681564,2012,0,1,NA,1,1,1,1,1,1,1,0,1,1,0,Inclusive,0,0,NA,NA,1,NA,1,1,0,1,Notice,Opt-out
Colorado,39.059811,-105.311104,2012,0,0,NA,1,1,1,1,1,1,0,1,0,1,0,0,0,1,NA,NA,1,NA,1,0,1,0,Notice,Opt-out
Connecticut,41.597782,-72.755371,2012,0,1,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Opt-out,Opt-out
Delaware,39.318523,-75.507141,2012,1,1,NA,0,0,0,0,0,0,0,1,0,1,0,Inclusive,0,1,NA,NA,1,NA,0,1,1,0,NA,NA
District of Columbia,38.897438,-77.026817,2012,1,1,NA,1,1,0,0,0,0,0,0,0,1,0,0,0,1,NA,NA,0,NA,0,0,0,0,Notice,Opt-out
Florida,27.766279,-81.686783,2012,0,0,NA,1,1,0,0,0,0,0,1,0,0,1,0,1,0,NA,NA,0,NA,0,0,1,0,Opt-out,Opt-out
Georgia,33.040619,-83.643074,2012,1,1,NA,0,0,0,0,0,0,0,1,0,0,1,0,1,0,NA,NA,0,NA,0,0,0,1,Notice,Opt-out
Hawaii,21.094318,-157.498337,2012,0,0,NA,1,1,0,0,1,1,0,0,1,1,0,0,0,0,NA,NA,0,NA,0,1,1,0,NA,NA
Idaho,44.240459,-114.478828,2012,0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Opt-out,Opt-out
Illinois,40.349457,-88.986137,2012,0,1,NA,1,1,0,0,0,0,0,1,0,0,1,0,1,1,NA,NA,0,NA,0,1,1,0,Opt-out,Opt-out
Indiana,39.849426,-86.258278,2012,0,1,NA,0,0,0,0,0,0,0,1,0,0,1,0,0,0,NA,NA,0,NA,0,0,1,0,NA,NA
Iowa,42.011539,-93.210526,2012,1,1,NA,1,1,1,1,1,1,0,0,0,0,0,Inclusive,0,0,NA,NA,0,NA,0,0,0,0,Notice,Opt-out
Kansas,38.5266,-96.726486,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kentucky,37.66814,-84.670067,2012,1,1,NA,0,0,0,0,0,0,0,0,1,0,0,0,1,0,NA,NA,1,NA,0,0,0,1,NA,NA
Louisiana,31.169546,-91.867805,2012,0,0,NA,1,1,0,0,0,0,1,1,0,0,1,0,0,0,NA,NA,0,NA,0,0,1,0,Notice,Opt-out
Maine,44.693947,-69.381927,2012,1,1,NA,1,1,0,0,1,1,0,1,0,1,0,0,0,0,NA,NA,1,NA,1,1,1,0,Opt-out,Opt-out
Maryland,39.063946,-76.802101,2012,1,1,NA,0,0,0,0,0,0,0,0,1,1,0,0,0,1,NA,NA,1,NA,0,1,0,1,Opt-out,Opt-out
Massachusetts,42.230171,-71.530106,2012,0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Notice,Opt-out
Michigan,43.326618,-84.536095,2012,0,1,NA,1,1,0,0,1,1,0,1,0,0,1,0,1,1,NA,NA,1,NA,0,0,1,0,Notice,Opt-out
Minnesota,45.694454,-93.900192,2012,1,1,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,1,NA,0,0,0,1,Opt-out,Opt-out
Mississippi,32.741646,-89.678696,2012,1,0,NA,1,1,0,0,0,0,0,1,0,0,1,0,1,1,NA,NA,0,NA,0,0,1,0,Notice,Opt-out
Missouri,38.456085,-92.288368,2012,0,1,NA,1,1,0,0,0,0,0,1,0,0,1,0,1,1,NA,NA,1,NA,0,0,1,0,Notice,Opt-out
Montana,46.921925,-110.454353,2012,1,1,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,0,NA,0,0,0,1,NA,NA
Nebraska,41.12537,-98.268082,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nevada,38.313515,-117.055374,2012,1,1,NA,1,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Notice,Consent
New Hampshire,43.452492,-71.563896,2012,0,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,0,0,0,1,Opt-out,Opt-out
New Jersey,40.298904,-74.521011,2012,1,1,NA,1,1,1,1,1,1,0,1,0,1,0,Inclusive,0,0,NA,NA,1,NA,0,1,1,0,Notice,Opt-out
New Mexico,34.840515,-106.248482,2012,1,1,NA,0,0,0,0,0,0,0,0,1,1,0,Inclusive,0,1,NA,NA,1,NA,1,1,1,0,Opt-out,Opt-out
New York,42.165726,-74.948051,2012,0,1,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,0,1,1,0,NA,Opt-out
North Carolina,35.630066,-79.806419,2012,1,1,NA,1,1,0,0,1,1,0,1,0,1,1,0,0,1,NA,NA,1,NA,1,1,1,0,NA,NA
North Dakota,47.528912,-99.784012,2012,1,0,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,0,NA,0,0,0,0,NA,NA
Ohio,40.388783,-82.764915,2012,1,1,NA,0,0,0,0,0,0,0,1,0,0,1,0,1,0,NA,NA,0,NA,0,0,1,0,Opt-out,Opt-out
Oklahoma,35.565342,-96.928917,2012,0,1,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,NA,0,NA,0,1,0,1,Notice,Opt-out
Oregon,44.572021,-122.070938,2012,1,1,NA,1,1,1,1,1,1,0,1,0,1,0,Inclusive,0,1,NA,NA,1,NA,1,1,1,0,Notice,Opt-out
Pennsylvania,40.590752,-77.209755,2012,0,1,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,0,0,1,0,Notice,Opt-out
Rhode Island,41.680893,-71.51178,2012,1,1,NA,1,1,1,1,1,1,0,1,0,1,0,Inclusive,0,1,NA,NA,1,NA,0,1,1,0,Opt-out,Opt-out
South Carolina,33.856892,-80.945007,2012,1,1,NA,1,1,0,0,0,0,0,1,0,1,1,Negative,0,0,NA,NA,0,NA,0,0,1,0,Notice,Opt-out
South Dakota,44.299782,-99.438828,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tennessee,35.747845,-86.692345,2012,1,1,NA,0,1,0,0,0,0,0,1,0,0,1,0,1,1,NA,NA,1,NA,1,0,1,0,Opt-out,Opt-out
Texas,31.054487,-97.563461,2012,0,0,NA,1,1,0,0,0,0,0,1,0,0,1,Negative,1,1,NA,NA,1,NA,0,1,1,0,Notice,Opt-out
Utah,40.150032,-111.862434,2012,1,1,NA,0,0,1,1,1,1,0,1,0,0,1,0,0,1,NA,NA,1,NA,1,0,1,0,Notice,Consent
Vermont,44.045876,-72.710686,2012,1,1,NA,1,1,0,0,0,0,0,0,1,1,0,0,0,1,NA,NA,1,NA,1,1,0,1,Opt-out,Opt-out
Virginia,37.769337,-78.169968,2012,0,0,NA,1,1,0,0,0,0,0,0,1,1,1,0,0,1,NA,NA,0,NA,1,1,0,1,Notice,Opt-out
Washington,47.400902,-121.490494,2012,0,1,NA,1,1,1,1,1,1,0,1,0,1,0,Inclusive,0,0,NA,NA,1,NA,1,1,1,0,Notice,Opt-out
West Virginia,38.491226,-80.954453,2012,1,1,NA,0,0,0,0,0,0,0,0,1,1,1,0,1,1,NA,NA,1,NA,0,1,0,1,Notice,Opt-out
Wisconsin,44.268543,-89.616508,2012,0,1,NA,0,0,0,0,0,0,0,1,0,0,1,0,0,0,NA,NA,0,NA,0,0,1,0,Notice,Opt-out
Wyoming,42.755966,-107.30249,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alabama,32.806671,-86.79113,2013,0,1,NA,1,1,0,0,0,0,0,1,0,1,1,Negative,1,1,NA,NA,0,NA,0,1,1,0,Opt-out,Opt-out
Alaska,61.370716,-152.404419,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arizona,33.729759,-111.431221,2013,0,0,NA,1,1,0,0,0,0,0,1,0,0,0,0,1,1,NA,NA,0,NA,0,0,1,0,Consent,Notice
Arkansas,34.969704,-92.373123,2013,0,0,NA,0,0,0,0,0,0,0,1,0,0,1,0,0,0,NA,NA,0,NA,0,0,1,0,NA,NA
California,36.116203,-119.681564,2013,0,1,NA,1,1,1,1,1,1,1,0,1,1,0,Inclusive,0,0,NA,NA,1,NA,1,1,0,1,Notice,Opt-out
Colorado,39.059811,-105.311104,2013,0,0,NA,1,1,1,1,1,1,0,0,1,1,0,Inclusive,0,1,NA,NA,1,NA,1,1,0,1,Notice,Opt-out
Connecticut,41.597782,-72.755371,2013,0,1,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Opt-out,Opt-out
Delaware,39.318523,-75.507141,2013,1,1,NA,0,0,0,0,0,0,0,1,0,1,0,Inclusive,0,1,NA,NA,1,NA,0,1,1,0,NA,NA
District of Columbia,38.897438,-77.026817,2013,1,1,NA,1,1,0,0,0,0,0,0,0,1,0,0,0,1,NA,NA,0,NA,0,0,0,0,Notice,Opt-out
Florida,27.766279,-81.686783,2013,0,0,NA,1,1,0,0,0,0,0,1,0,0,1,0,1,0,NA,NA,0,NA,0,0,1,0,Opt-out,Opt-out
Georgia,33.040619,-83.643074,2013,1,1,NA,0,0,0,0,0,0,0,1,0,0,1,0,1,0,NA,NA,0,NA,0,0,0,1,Notice,Opt-out
Hawaii,21.094318,-157.498337,2013,0,0,NA,1,1,0,0,1,1,0,0,1,1,0,0,0,0,NA,NA,0,NA,0,1,1,0,NA,NA
Idaho,44.240459,-114.478828,2013,0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Opt-out,Opt-out
Illinois,40.349457,-88.986137,2013,0,1,NA,1,1,0,0,0,0,0,1,0,0,1,0,1,1,NA,NA,0,NA,0,1,1,0,Opt-out,Opt-out
Indiana,39.849426,-86.258278,2013,0,1,NA,0,0,0,0,0,0,0,1,0,0,1,0,0,0,NA,NA,0,NA,0,0,1,0,NA,NA
Iowa,42.011539,-93.210526,2013,1,1,NA,1,1,1,1,1,1,0,0,0,0,0,Inclusive,0,0,NA,NA,0,NA,0,0,0,0,Notice,Opt-out
Kansas,38.5266,-96.726486,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kentucky,37.66814,-84.670067,2013,1,1,NA,0,0,0,0,0,0,0,0,1,0,0,0,1,0,NA,NA,1,NA,0,0,0,1,NA,NA
Louisiana,31.169546,-91.867805,2013,0,0,NA,1,1,0,0,0,0,1,1,0,0,1,0,0,0,NA,NA,0,NA,0,0,1,0,Notice,Opt-out
Maine,44.693947,-69.381927,2013,1,1,NA,1,1,0,0,1,1,0,1,0,1,0,0,0,0,NA,NA,1,NA,1,1,1,0,Opt-out,Opt-out
Maryland,39.063946,-76.802101,2013,1,1,NA,0,0,0,0,0,0,0,0,1,1,0,0,0,1,NA,NA,1,NA,0,1,0,1,Opt-out,Opt-out
Massachusetts,42.230171,-71.530106,2013,0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Notice,Opt-out
Michigan,43.326618,-84.536095,2013,0,1,NA,1,1,0,0,1,1,0,1,0,0,1,0,1,1,NA,NA,1,NA,0,0,1,0,Notice,Opt-out
Minnesota,45.694454,-93.900192,2013,1,1,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,1,NA,0,0,0,1,Opt-out,Opt-out
Mississippi,32.741646,-89.678696,2013,1,0,NA,1,1,0,0,0,0,0,1,0,0,1,0,1,1,NA,NA,0,NA,0,0,1,0,Notice,Opt-out
Missouri,38.456085,-92.288368,2013,0,1,NA,1,1,0,0,0,0,0,1,0,0,1,0,1,1,NA,NA,1,NA,0,0,1,0,Notice,Opt-out
Montana,46.921925,-110.454353,2013,1,1,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,0,NA,0,0,0,1,NA,NA
Nebraska,41.12537,-98.268082,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nevada,38.313515,-117.055374,2013,1,1,NA,1,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Notice,Consent
New Hampshire,43.452492,-71.563896,2013,0,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,0,0,0,1,Opt-out,Opt-out
New Jersey,40.298904,-74.521011,2013,1,1,NA,1,1,1,1,1,1,0,1,0,1,0,Inclusive,0,0,NA,NA,1,NA,0,1,1,0,Notice,Opt-out
New Mexico,34.840515,-106.248482,2013,1,1,NA,0,0,0,0,0,0,0,0,1,1,0,Inclusive,0,1,NA,NA,1,NA,1,1,1,0,Opt-out,Opt-out
New York,42.165726,-74.948051,2013,0,1,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,0,1,1,0,NA,Opt-out
North Carolina,35.630066,-79.806419,2013,1,1,NA,1,1,0,0,1,1,0,1,0,1,1,0,0,1,NA,NA,1,NA,1,1,1,0,NA,NA
North Dakota,47.528912,-99.784012,2013,1,0,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,0,NA,0,0,0,0,NA,NA
Ohio,40.388783,-82.764915,2013,1,1,NA,0,0,0,0,0,0,0,1,0,0,1,0,1,0,NA,NA,0,NA,0,0,1,0,Opt-out,Opt-out
Oklahoma,35.565342,-96.928917,2013,0,1,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,NA,0,NA,0,1,0,1,Notice,Opt-out
Oregon,44.572021,-122.070938,2013,1,1,NA,1,1,1,1,1,1,0,1,0,1,0,Inclusive,0,1,NA,NA,1,NA,1,1,1,0,Notice,Opt-out
Pennsylvania,40.590752,-77.209755,2013,0,1,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,0,0,1,0,Notice,Opt-out
Rhode Island,41.680893,-71.51178,2013,1,1,NA,1,1,1,1,1,1,0,1,0,1,0,Inclusive,0,1,NA,NA,1,NA,0,1,1,0,Opt-out,Opt-out
South Carolina,33.856892,-80.945007,2013,1,1,NA,1,1,0,0,0,0,0,1,0,1,1,Negative,0,0,NA,NA,0,NA,0,0,1,0,Notice,Opt-out
South Dakota,44.299782,-99.438828,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tennessee,35.747845,-86.692345,2013,1,1,NA,0,1,0,0,0,0,0,1,0,0,1,0,1,1,NA,NA,1,NA,1,0,1,0,Opt-out,Opt-out
Texas,31.054487,-97.563461,2013,0,0,NA,1,1,0,0,0,0,0,1,0,0,1,Negative,1,1,NA,NA,1,NA,0,1,1,0,Notice,Opt-out
Utah,40.150032,-111.862434,2013,1,1,NA,0,0,1,1,1,1,0,1,0,0,1,0,0,1,NA,NA,1,NA,1,0,1,0,Notice,Consent
Vermont,44.045876,-72.710686,2013,1,1,NA,1,1,0,0,0,0,0,0,1,1,0,0,0,1,NA,NA,1,NA,1,1,0,1,Opt-out,Opt-out
Virginia,37.769337,-78.169968,2013,0,0,NA,1,1,0,0,0,0,0,0,1,1,1,0,0,1,NA,NA,0,NA,1,1,0,1,Notice,Opt-out
Washington,47.400902,-121.490494,2013,0,1,NA,1,1,1,1,1,1,0,1,0,1,0,Inclusive,0,0,NA,NA,1,NA,1,1,1,0,Notice,Opt-out
West Virginia,38.491226,-80.954453,2013,1,1,NA,0,0,0,0,0,0,0,0,1,1,1,0,1,1,NA,NA,1,NA,0,1,0,1,Notice,Opt-out
Wisconsin,44.268543,-89.616508,2013,0,1,NA,0,0,0,0,0,0,0,1,0,0,1,0,0,0,NA,NA,0,NA,0,0,1,0,Notice,Opt-out
Wyoming,42.755966,-107.30249,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alabama,32.806671,-86.79113,2014,0,1,NA,1,1,0,0,0,0,0,1,0,1,1,Negative,1,1,NA,NA,0,NA,0,1,1,0,Opt-out,Opt-out
Alaska,61.370716,-152.404419,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arizona,33.729759,-111.431221,2014,0,0,NA,1,1,0,0,0,0,0,1,0,0,0,0,1,1,NA,NA,0,NA,0,0,1,0,Consent,Notice
Arkansas,34.969704,-92.373123,2014,0,0,NA,0,0,0,0,0,0,0,1,0,0,1,0,0,0,NA,NA,0,NA,0,0,1,0,NA,NA
California,36.116203,-119.681564,2014,0,1,NA,1,1,1,1,1,1,1,0,1,1,0,Inclusive,0,0,NA,NA,1,NA,1,1,0,1,Notice,Opt-out
Colorado,39.059811,-105.311104,2014,0,0,NA,1,1,1,1,1,1,0,0,1,1,0,Inclusive,0,1,NA,NA,1,NA,1,1,0,1,Notice,Opt-out
Connecticut,41.597782,-72.755371,2014,0,1,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Opt-out,Opt-out
Delaware,39.318523,-75.507141,2014,1,1,NA,0,0,0,0,0,0,0,1,0,1,0,Inclusive,0,1,NA,NA,1,NA,0,1,1,0,NA,NA
District of Columbia,38.897438,-77.026817,2014,1,1,NA,1,1,0,0,0,0,0,0,0,1,0,0,0,1,NA,NA,0,NA,0,0,0,0,Notice,Opt-out
Florida,27.766279,-81.686783,2014,0,0,NA,1,1,0,0,0,0,0,1,0,0,1,0,1,0,NA,NA,0,NA,0,0,1,0,Opt-out,Opt-out
Georgia,33.040619,-83.643074,2014,1,1,NA,0,0,0,0,0,0,0,1,0,0,1,0,1,0,NA,NA,0,NA,0,0,0,1,Notice,Opt-out
Hawaii,21.094318,-157.498337,2014,0,0,NA,1,1,0,0,1,1,0,0,1,1,0,0,0,0,NA,NA,0,NA,0,1,1,0,NA,NA
Idaho,44.240459,-114.478828,2014,0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Opt-out,Opt-out
Illinois,40.349457,-88.986137,2014,0,1,NA,1,1,0,0,1,1,0,1,0,1,1,0,1,1,NA,NA,0,NA,0,1,1,0,Opt-out,Opt-out
Indiana,39.849426,-86.258278,2014,0,1,NA,0,0,0,0,0,0,0,1,0,0,1,0,0,0,NA,NA,0,NA,0,0,1,0,NA,NA
Iowa,42.011539,-93.210526,2014,1,1,NA,1,1,1,1,1,1,0,0,0,0,0,Inclusive,0,0,NA,NA,0,NA,0,0,0,0,Notice,Opt-out
Kansas,38.5266,-96.726486,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kentucky,37.66814,-84.670067,2014,1,1,NA,0,0,0,0,0,0,0,0,1,0,0,0,1,0,NA,NA,1,NA,0,0,0,1,NA,NA
Louisiana,31.169546,-91.867805,2014,0,0,NA,1,1,0,0,0,0,1,1,0,0,1,0,0,0,NA,NA,0,NA,0,0,1,0,Notice,Opt-out
Maine,44.693947,-69.381927,2014,1,1,NA,1,1,0,0,1,1,0,1,0,1,0,0,0,0,NA,NA,1,NA,1,1,1,0,Opt-out,Opt-out
Maryland,39.063946,-76.802101,2014,1,1,NA,0,0,0,0,0,0,0,0,1,1,0,0,0,1,NA,NA,1,NA,0,1,0,1,Opt-out,Opt-out
Massachusetts,42.230171,-71.530106,2014,0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Notice,Opt-out
Michigan,43.326618,-84.536095,2014,0,1,NA,1,1,0,0,1,1,0,1,0,0,1,0,1,1,NA,NA,1,NA,0,0,1,0,Notice,Opt-out
Minnesota,45.694454,-93.900192,2014,1,1,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,1,NA,0,0,0,1,Opt-out,Opt-out
Mississippi,32.741646,-89.678696,2014,1,0,NA,1,1,0,0,0,0,0,1,0,0,1,0,1,1,NA,NA,0,NA,0,0,1,0,Notice,Opt-out
Missouri,38.456085,-92.288368,2014,0,1,NA,1,1,0,0,0,0,0,1,0,0,1,0,1,1,NA,NA,1,NA,0,0,1,0,Notice,Opt-out
Montana,46.921925,-110.454353,2014,1,1,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,0,NA,0,0,0,1,NA,NA
Nebraska,41.12537,-98.268082,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nevada,38.313515,-117.055374,2014,1,1,NA,1,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Notice,Consent
New Hampshire,43.452492,-71.563896,2014,0,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,0,0,0,1,Opt-out,Opt-out
New Jersey,40.298904,-74.521011,2014,1,1,NA,1,1,1,1,1,1,0,1,0,1,0,Inclusive,0,0,NA,NA,1,NA,0,1,1,0,Notice,Opt-out
New Mexico,34.840515,-106.248482,2014,1,1,NA,0,0,0,0,0,0,0,0,1,1,0,Inclusive,0,1,NA,NA,1,NA,1,1,1,0,Opt-out,Opt-out
New York,42.165726,-74.948051,2014,0,1,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,0,1,1,0,NA,Opt-out
North Carolina,35.630066,-79.806419,2014,1,1,NA,1,1,0,0,1,1,0,1,0,1,1,0,0,1,NA,NA,1,NA,1,1,1,0,NA,NA
North Dakota,47.528912,-99.784012,2014,1,0,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,0,NA,0,0,0,0,NA,NA
Ohio,40.388783,-82.764915,2014,1,1,NA,0,0,0,0,0,0,0,1,0,0,1,0,1,0,NA,NA,0,NA,0,0,1,0,Opt-out,Opt-out
Oklahoma,35.565342,-96.928917,2014,0,1,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,NA,0,NA,0,1,0,1,Notice,Opt-out
Oregon,44.572021,-122.070938,2014,1,1,NA,1,1,1,1,1,1,0,1,0,1,0,Inclusive,0,1,NA,NA,1,NA,1,1,1,0,Notice,Opt-out
Pennsylvania,40.590752,-77.209755,2014,0,1,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,0,0,1,0,Notice,Opt-out
Rhode Island,41.680893,-71.51178,2014,1,1,NA,1,1,1,1,1,1,0,1,0,1,0,Inclusive,0,1,NA,NA,1,NA,0,1,1,0,Opt-out,Opt-out
South Carolina,33.856892,-80.945007,2014,1,1,NA,1,1,0,0,0,0,0,1,0,1,1,Negative,0,0,NA,NA,0,NA,0,0,1,0,Notice,Opt-out
South Dakota,44.299782,-99.438828,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tennessee,35.747845,-86.692345,2014,1,1,NA,0,1,0,0,0,0,0,1,0,0,1,0,1,1,NA,NA,1,NA,1,0,1,0,Opt-out,Opt-out
Texas,31.054487,-97.563461,2014,0,0,NA,1,1,0,0,0,0,0,1,0,0,1,Negative,1,1,NA,NA,1,NA,0,1,1,0,Notice,Opt-out
Utah,40.150032,-111.862434,2014,1,1,NA,0,0,1,1,1,1,0,1,0,0,1,0,0,1,NA,NA,1,NA,1,0,1,0,Notice,Consent
Vermont,44.045876,-72.710686,2014,1,1,NA,1,1,0,0,0,0,0,0,1,1,0,0,0,1,NA,NA,1,NA,1,1,0,1,Opt-out,Opt-out
Virginia,37.769337,-78.169968,2014,0,0,NA,1,1,0,0,0,0,0,0,1,1,1,0,0,1,NA,NA,0,NA,1,1,0,1,Notice,Opt-out
Washington,47.400902,-121.490494,2014,0,1,NA,1,1,1,1,1,1,0,1,0,1,0,Inclusive,0,0,NA,NA,1,NA,1,1,1,0,Notice,Opt-out
West Virginia,38.491226,-80.954453,2014,1,1,NA,0,0,0,0,0,0,0,0,1,1,1,0,1,1,NA,NA,1,NA,0,1,0,1,Notice,Opt-out
Wisconsin,44.268543,-89.616508,2014,0,1,NA,0,0,0,0,0,0,0,1,0,0,1,0,0,0,NA,NA,0,NA,0,0,1,0,Notice,Opt-out
Wyoming,42.755966,-107.30249,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alabama,32.806671,-86.79113,2015,0,1,NA,1,1,0,0,0,0,0,1,0,1,1,Negative,1,1,NA,NA,0,NA,0,1,1,0,Opt-out,Opt-out
